HDR,ROLLING SYSTEM DEMAND
VD,20201005004500,22213
VD,20201005005000,22200
VD,20201005005500,22173
VD,20201005010000,22086
VD,20201005010500,22135
VD,20201005011000,22138
VD,20201005011500,22080
VD,20201005012000,22001
VD,20201005012500,21935
VD,20201005013000,21877
VD,20201005013500,21995
VD,20201005014000,22001
VD,20201005014500,21996
VD,20201005015000,21975
VD,20201005015500,21943
VD,20201005020000,21799
VD,20201005020500,21746
VD,20201005021000,21749
VD,20201005021500,21756
VD,20201005022000,21936
VD,20201005022500,21979
VD,20201005023000,21946
VD,20201005023500,21866
VD,20201005024000,21777
VD,20201005024500,21654
VD,20201005025000,21527
VD,20201005025500,21430
VD,20201005030000,21377
VD,20201005030500,21406
VD,20201005031000,21440
VD,20201005031500,21472
VD,20201005032000,21628
VD,20201005032500,21767
VD,20201005033000,21730
VD,20201005033500,21755
VD,20201005034000,21707
VD,20201005034500,21716
VD,20201005035000,21719
VD,20201005035500,21702
VD,20201005040000,21633
VD,20201005040500,21513
VD,20201005041000,21528
VD,20201005041500,21447
VD,20201005042000,21572
VD,20201005042500,21784
VD,20201005043000,21893
VD,20201005043500,22044
VD,20201005044000,22266
VD,20201005044500,22533
VD,20201005045000,22886
VD,20201005045500,23283
VD,20201005050000,23799
VD,20201005050500,24442
VD,20201005051000,25014
VD,20201005051500,25411
VD,20201005052000,25687
VD,20201005052500,26163
VD,20201005053000,26681
VD,20201005053500,27064
VD,20201005054000,27458
VD,20201005054500,27978
VD,20201005055000,28536
VD,20201005055500,28989
VD,20201005060000,29349
VD,20201005060500,29880
VD,20201005061000,30469
VD,20201005061500,30991
VD,20201005062000,31437
VD,20201005062500,31792
VD,20201005063000,32135
VD,20201005063500,32528
VD,20201005064000,32881
VD,20201005064500,33144
VD,20201005065000,33442
VD,20201005065500,33703
VD,20201005070000,33874
VD,20201005070500,33827
VD,20201005071000,33945
VD,20201005071500,34047
VD,20201005072000,34185
VD,20201005072500,34236
VD,20201005073000,34208
VD,20201005073500,34019
VD,20201005074000,33981
VD,20201005074500,33985
VD,20201005075000,33971
VD,20201005075500,34026
VD,20201005080000,34098
VD,20201005080500,34303
VD,20201005081000,34257
VD,20201005081500,34338
VD,20201005082000,34410
VD,20201005082500,34391
VD,20201005083000,34421
VD,20201005083500,34437
VD,20201005084000,34309
VD,20201005084500,34177
VD,20201005085000,34136
VD,20201005085500,34118
VD,20201005090000,34103
VD,20201005090500,33979
VD,20201005091000,33852
VD,20201005091500,33852
VD,20201005092000,33856
VD,20201005092500,33782
VD,20201005093000,33769
VD,20201005093500,33769
VD,20201005094000,33768
VD,20201005094500,33767
VD,20201005095000,33658
VD,20201005095500,33651
VD,20201005100000,33697
VD,20201005100500,33681
VD,20201005101000,33577
VD,20201005101500,33627
VD,20201005102000,33542
VD,20201005102500,33582
VD,20201005103000,33512
VD,20201005103500,33420
VD,20201005104000,33445
VD,20201005104500,33503
VD,20201005105000,33275
VD,20201005105500,33419
VD,20201005110000,33544
VD,20201005110500,33552
VD,20201005111000,30646
VD,20201005111500,33439
VD,20201005112000,33371
VD,20201005112500,33393
VD,20201005113000,33453
VD,20201005113500,33456
VD,20201005114000,33459
VD,20201005114500,33377
VD,20201005115000,33327
VD,20201005115500,33246
VD,20201005120000,33215
VD,20201005120500,33265
VD,20201005121000,33288
VD,20201005121500,33214
VD,20201005122000,33278
VD,20201005122500,33219
VD,20201005123000,33100
VD,20201005123500,32920
VD,20201005124000,32740
VD,20201005124500,32800
VD,20201005125000,33004
VD,20201005125500,33048
VD,20201005130000,33040
VD,20201005130500,32934
VD,20201005131000,32907
VD,20201005131500,33024
VD,20201005132000,33096
VD,20201005132500,33144
VD,20201005133000,33170
VD,20201005133500,33317
VD,20201005134000,33274
VD,20201005134500,33055
VD,20201005135000,33073
VD,20201005135500,33193
VD,20201005140000,33186
VD,20201005140500,33248
VD,20201005141000,33315
VD,20201005141500,33382
VD,20201005142000,33641
VD,20201005142500,33879
VD,20201005143000,33909
VD,20201005143500,33983
VD,20201005144000,34056
VD,20201005144500,34250
VD,20201005145000,33865
VD,20201005145500,34029
VD,20201005150000,34273
VD,20201005150500,34748
VD,20201005151000,35147
VD,20201005151500,35355
VD,20201005152000,35547
VD,20201005152500,35731
VD,20201005153000,35916
VD,20201005153500,36047
VD,20201005154000,36438
VD,20201005154500,36711
VD,20201005155000,36862
VD,20201005155500,37043
VD,20201005160000,37164
VD,20201005160500,37282
VD,20201005161000,37396
VD,20201005161500,37518
VD,20201005162000,37698
VD,20201005162500,37877
VD,20201005163000,38204
VD,20201005163500,38274
VD,20201005164000,38199
VD,20201005164500,38105
VD,20201005165000,38165
VD,20201005165500,38253
VD,20201005170000,38396
VD,20201005170500,38386
VD,20201005171000,38431
VD,20201005171500,38441
VD,20201005172000,38509
VD,20201005172500,38615
VD,20201005173000,38710
VD,20201005173500,38781
VD,20201005174000,38860
VD,20201005174500,38782
VD,20201005175000,38926
VD,20201005175500,38967
VD,20201005180000,39132
VD,20201005180500,39296
VD,20201005181000,39243
VD,20201005181500,39088
VD,20201005182000,38902
VD,20201005182500,38485
VD,20201005183000,38248
VD,20201005183500,38175
VD,20201005184000,37879
VD,20201005184500,37582
VD,20201005185000,37394
VD,20201005185500,36910
VD,20201005190000,36544
VD,20201005190500,36327
VD,20201005191000,36077
VD,20201005191500,35779
VD,20201005192000,35570
VD,20201005192500,35322
VD,20201005193000,35234
VD,20201005193500,35208
VD,20201005194000,34847
VD,20201005194500,34311
VD,20201005195000,33888
VD,20201005195500,33604
VD,20201005200000,33338
VD,20201005200500,33247
VD,20201005201000,32824
VD,20201005201500,32430
VD,20201005202000,32128
VD,20201005202500,31781
VD,20201005203000,31434
VD,20201005203500,31145
VD,20201005204000,30947
VD,20201005204500,30575
VD,20201005205000,30196
VD,20201005205500,29928
VD,20201005210000,29702
VD,20201005210500,29154
VD,20201005211000,28994
VD,20201005211500,28601
VD,20201005212000,28322
VD,20201005212500,28051
VD,20201005213000,27863
VD,20201005213500,27419
VD,20201005214000,26963
VD,20201005214500,26721
VD,20201005215000,26467
VD,20201005215500,26150
VD,20201005220000,25783
VD,20201005220500,25468
VD,20201005221000,25144
VD,20201005221500,24876
VD,20201005222000,24544
VD,20201005222500,24222
VD,20201005223000,23890
VD,20201005223500,23769
VD,20201005224000,23585
VD,20201005224500,23451
VD,20201005225000,23386
VD,20201005225500,23278
VD,20201005230000,23229
VD,20201005230500,23111
VD,20201005231000,23112
VD,20201005231500,23086
VD,20201005232000,22952
VD,20201005232500,22824
VD,20201005233000,22725
VD,20201005233500,22671
VD,20201005234000,22610
VD,20201005234500,22566
VD,20201005235000,22520
VD,20201005235500,22477
VD,20201006000000,22399
VD,20201006000500,22617
VD,20201006001000,22625
VD,20201006001500,22618
VD,20201006002000,22604
VD,20201006002500,22581
VD,20201006003000,22559
VD,20201006003500,22710
VD,20201006004000,22819
VD,20201006004500,22824
VD,20201006005000,22780
VD,20201006005500,22766
VD,20201006010000,22737
VD,20201006010500,22890
VD,20201006011000,23011
VD,20201006011500,23010
VD,20201006012000,22933
VD,20201006012500,22804
VD,20201006013000,22749
VD,20201006013500,22715
VD,20201006014000,22696
VD,20201006014500,22680
VD,20201006015000,22627
VD,20201006015500,22569
VD,20201006020000,22542
VD,20201006020500,22518
VD,20201006021000,22599
VD,20201006021500,22615
VD,20201006022000,22547
VD,20201006022500,22505
VD,20201006023000,22456
VD,20201006023500,22356
VD,20201006024000,22247
VD,20201006024500,22249
VD,20201006025000,22296
VD,20201006025500,22281
VD,20201006030000,22193
VD,20201006030500,21987
VD,20201006031000,21796
VD,20201006031500,21769
VD,20201006032000,21522
VD,20201006032500,21815
VD,20201006033000,21476
VD,20201006033500,21499
VD,20201006034000,21532
VD,20201006034500,21544
VD,20201006035000,21595
VD,20201006035500,21596
VD,20201006040000,21634
VD,20201006040500,21719
VD,20201006041000,21854
VD,20201006041500,22059
VD,20201006042000,22288
VD,20201006042500,22359
VD,20201006043000,22398
VD,20201006043500,22634
VD,20201006044000,22896
VD,20201006044500,23062
VD,20201006045000,23135
VD,20201006045500,23359
VD,20201006050000,23719
VD,20201006050500,24592
VD,20201006051000,25190
VD,20201006051500,25650
VD,20201006052000,26146
VD,20201006052500,26805
VD,20201006053000,27176
VD,20201006053500,27449
VD,20201006054000,27861
VD,20201006054500,28246
VD,20201006055000,28793
VD,20201006055500,29425
VD,20201006060000,29730
VD,20201006060500,30234
VD,20201006061000,30986
VD,20201006061500,31368
VD,20201006062000,31866
VD,20201006062500,32167
VD,20201006063000,32400
VD,20201006063500,32710
VD,20201006064000,32818
VD,20201006064500,32740
VD,20201006065000,32582
VD,20201006065500,32764
VD,20201006070000,32920
VD,20201006070500,32990
VD,20201006071000,33156
VD,20201006071500,33166
VD,20201006072000,33087
VD,20201006072500,33135
VD,20201006073000,33111
VD,20201006073500,33040
VD,20201006074000,32985
VD,20201006074500,32914
VD,20201006075000,32714
VD,20201006075500,32611
VD,20201006080000,32635
VD,20201006080500,32667
VD,20201006081000,32684
VD,20201006081500,32702
VD,20201006082000,32692
VD,20201006082500,32860
VD,20201006083000,32895
VD,20201006083500,32728
VD,20201006084000,32649
VD,20201006084500,32609
VD,20201006085000,32607
VD,20201006085500,32145
VD,20201006090000,32347
VD,20201006090500,32348
VD,20201006091000,32439
VD,20201006091500,32377
VD,20201006092000,32135
VD,20201006092500,32068
VD,20201006093000,32054
VD,20201006093500,32086
VD,20201006094000,32046
VD,20201006094500,32030
VD,20201006095000,32112
VD,20201006095500,32182
VD,20201006100000,32185
VD,20201006100500,31999
VD,20201006101000,31914
VD,20201006101500,31909
VD,20201006102000,31985
VD,20201006102500,31912
VD,20201006103000,31948
VD,20201006103500,31935
VD,20201006104000,31820
VD,20201006104500,31798
VD,20201006105000,31840
VD,20201006105500,31795
VD,20201006110000,31676
VD,20201006110500,31715
VD,20201006111000,31889
VD,20201006111500,32069
VD,20201006112000,32031
VD,20201006112500,32020
VD,20201006113000,32052
VD,20201006113500,31979
VD,20201006114000,31889
VD,20201006114500,31819
VD,20201006115000,31726
VD,20201006115500,31607
VD,20201006120000,31502
VD,20201006120500,31450
VD,20201006121000,31514
VD,20201006121500,31495
VD,20201006122000,31360
VD,20201006122500,31255
VD,20201006123000,31047
VD,20201006123500,30814
VD,20201006124000,30747
VD,20201006124500,30768
VD,20201006125000,30849
VD,20201006125500,30763
VD,20201006130000,30772
VD,20201006130500,30868
VD,20201006131000,31032
VD,20201006131500,31014
VD,20201006132000,30968
VD,20201006132500,30929
VD,20201006133000,30868
VD,20201006133500,30748
VD,20201006134000,30554
VD,20201006134500,30541
VD,20201006135000,30519
VD,20201006135500,30517
VD,20201006140000,30559
VD,20201006140500,30717
VD,20201006141000,30825
VD,20201006141500,30981
VD,20201006142000,30874
VD,20201006142500,30994
VD,20201006143000,31127
VD,20201006143500,31282
VD,20201006144000,31501
VD,20201006144500,31721
VD,20201006145000,31889
VD,20201006145500,31956
VD,20201006150000,32047
VD,20201006150500,32296
VD,20201006151000,32552
VD,20201006151500,32698
VD,20201006152000,32826
VD,20201006152500,33039
VD,20201006153000,33360
VD,20201006153500,33444
VD,20201006154000,33559
VD,20201006154500,33862
VD,20201006155000,34188
VD,20201006155500,34523
VD,20201006160000,34556
VD,20201006160500,34769
VD,20201006161000,34931
VD,20201006161500,34960
VD,20201006162000,35210
VD,20201006162500,35387
VD,20201006163000,35643
VD,20201006163500,35959
VD,20201006164000,35990
VD,20201006164500,35915
VD,20201006165000,35879
VD,20201006165500,35824
VD,20201006170000,35874
VD,20201006170500,36227
VD,20201006171000,36420
VD,20201006171500,36616
VD,20201006172000,36749
VD,20201006172500,36852
VD,20201006173000,36932
VD,20201006173500,36994
VD,20201006174000,37119
VD,20201006174500,37226
VD,20201006175000,37434
VD,20201006175500,37606
VD,20201006180000,37651
VD,20201006180500,37608
VD,20201006181000,37534
VD,20201006181500,37383
VD,20201006182000,37177
VD,20201006182500,37003
VD,20201006183000,36727
VD,20201006183500,36620
VD,20201006184000,36429
VD,20201006184500,36116
VD,20201006185000,35893
VD,20201006185500,35681
VD,20201006190000,35244
VD,20201006190500,35180
VD,20201006191000,35090
VD,20201006191500,34769
VD,20201006192000,34502
VD,20201006192500,34250
VD,20201006193000,34119
VD,20201006193500,33765
VD,20201006194000,33406
VD,20201006194500,33182
VD,20201006195000,33015
VD,20201006195500,32702
VD,20201006200000,32393
VD,20201006200500,32207
VD,20201006201000,32025
VD,20201006201500,31716
VD,20201006202000,31426
VD,20201006202500,31054
VD,20201006203000,30699
VD,20201006203500,30447
VD,20201006204000,30169
VD,20201006204500,29521
VD,20201006205000,29263
VD,20201006205500,29069
VD,20201006210000,28964
VD,20201006210500,28440
VD,20201006211000,28346
VD,20201006211500,28238
VD,20201006212000,27670
VD,20201006212500,27238
VD,20201006213000,26857
VD,20201006213500,26579
VD,20201006214000,26248
VD,20201006214500,25970
VD,20201006215000,25598
VD,20201006215500,25253
VD,20201006220000,24960
VD,20201006220500,24604
VD,20201006221000,24258
VD,20201006221500,24026
VD,20201006222000,23740
VD,20201006222500,23306
VD,20201006223000,22948
VD,20201006223500,22723
VD,20201006224000,22514
VD,20201006224500,22287
VD,20201006225000,22187
VD,20201006225500,22131
VD,20201006230000,22070
VD,20201006230500,21602
VD,20201006231000,21574
VD,20201006231500,21728
VD,20201006232000,21707
VD,20201006232500,21561
VD,20201006233000,21614
VD,20201006233500,21735
VD,20201006234000,21654
VD,20201006234500,21551
VD,20201006235000,21650
VD,20201006235500,21782
VD,20201007000000,21753
VD,20201007000500,21789
VD,20201007001000,21864
VD,20201007001500,21950
VD,20201007002000,21880
VD,20201007002500,21938
VD,20201007003000,21934
VD,20201007003500,21955
VD,20201007004000,22053
VD,20201007004500,22191
VD,20201007005000,22318
VD,20201007005500,22388
VD,20201007010000,22396
VD,20201007010500,22657
VD,20201007011000,22626
VD,20201007011500,22561
VD,20201007012000,22518
VD,20201007012500,22686
VD,20201007013000,22778
VD,20201007013500,22682
VD,20201007014000,22494
VD,20201007014500,22527
VD,20201007015000,22514
VD,20201007015500,22423
VD,20201007020000,22260
VD,20201007020500,22308
VD,20201007021000,22457
VD,20201007021500,22500
VD,20201007022000,22572
VD,20201007022500,22586
VD,20201007023000,22590
VD,20201007023500,22603
VD,20201007024000,22512
VD,20201007024500,22467
VD,20201007025000,22441
VD,20201007025500,22406
VD,20201007030000,22446
VD,20201007030500,22917
VD,20201007031000,23043
VD,20201007031500,23033
VD,20201007032000,23009
VD,20201007032500,22979
VD,20201007033000,22976
VD,20201007033500,23056
VD,20201007034000,23268
VD,20201007034500,23387
VD,20201007035000,23432
VD,20201007035500,23424
VD,20201007040000,23436
VD,20201007040500,23563
VD,20201007041000,23607
VD,20201007041500,23568
VD,20201007042000,23693
VD,20201007042500,23730
VD,20201007043000,23833
VD,20201007043500,23984
VD,20201007044000,24218
VD,20201007044500,24323
VD,20201007045000,24501
VD,20201007045500,24755
VD,20201007050000,24703
VD,20201007050500,24662
VD,20201007051000,24958
VD,20201007051500,25400
VD,20201007052000,25836
VD,20201007052500,26255
VD,20201007053000,26514
VD,20201007053500,26927
VD,20201007054000,27458
VD,20201007054500,28033
VD,20201007055000,28429
VD,20201007055500,28879
VD,20201007060000,29413
VD,20201007060500,30267
VD,20201007061000,30993
VD,20201007061500,31349
VD,20201007062000,31499
VD,20201007062500,31942
VD,20201007063000,32318
VD,20201007063500,32409
VD,20201007064000,32455
VD,20201007064500,32646
VD,20201007065000,32759
VD,20201007065500,32981
VD,20201007070000,33184
VD,20201007070500,33320
VD,20201007071000,33602
VD,20201007071500,33642
VD,20201007072000,33772
VD,20201007072500,33815
VD,20201007073000,33941
VD,20201007073500,33870
VD,20201007074000,33814
VD,20201007074500,33743
VD,20201007075000,33688
VD,20201007075500,33823
VD,20201007080000,33784
VD,20201007080500,33520
VD,20201007081000,33602
VD,20201007081500,33661
VD,20201007082000,33603
VD,20201007082500,33563
VD,20201007083000,33446
VD,20201007083500,33292
VD,20201007084000,33090
VD,20201007084500,33031
VD,20201007085000,32965
VD,20201007085500,32721
VD,20201007090000,32639
VD,20201007090500,32169
VD,20201007091000,31965
VD,20201007091500,31869
VD,20201007092000,31692
VD,20201007092500,31410
VD,20201007093000,31280
VD,20201007093500,31202
VD,20201007094000,31060
VD,20201007094500,30796
VD,20201007095000,30780
VD,20201007095500,30648
VD,20201007100000,30466
VD,20201007100500,30314
VD,20201007101000,30126
VD,20201007101500,30102
VD,20201007102000,30026
VD,20201007102500,29986
VD,20201007103000,29908
VD,20201007103500,29991
VD,20201007104000,30009
VD,20201007104500,29975
VD,20201007105000,30061
VD,20201007105500,30130
VD,20201007110000,30132
VD,20201007110500,30156
VD,20201007111000,30409
VD,20201007111500,30541
VD,20201007112000,30529
VD,20201007112500,30521
VD,20201007113000,30599
VD,20201007113500,30694
VD,20201007114000,30720
VD,20201007114500,30658
VD,20201007115000,30569
VD,20201007115500,30396
VD,20201007120000,30354
VD,20201007120500,30274
VD,20201007121000,30301
VD,20201007121500,30250
VD,20201007122000,30201
VD,20201007122500,29605
VD,20201007123000,29551
VD,20201007123500,29444
VD,20201007124000,29502
VD,20201007124500,29558
VD,20201007125000,29542
VD,20201007125500,29497
VD,20201007130000,29494
VD,20201007130500,29631
VD,20201007131000,30148
VD,20201007131500,30188
VD,20201007132000,30379
VD,20201007132500,30397
VD,20201007133000,30339
VD,20201007133500,30181
VD,20201007134000,30196
VD,20201007134500,30244
VD,20201007135000,30186
VD,20201007135500,30298
VD,20201007140000,30342
VD,20201007140500,30399
VD,20201007141000,30479
VD,20201007141500,30670
VD,20201007142000,30674
VD,20201007142500,30822
VD,20201007143000,30990
VD,20201007143500,31325
VD,20201007144000,31806
VD,20201007144500,32065
VD,20201007145000,32299
VD,20201007145500,32488
VD,20201007150000,32738
VD,20201007150500,32961
VD,20201007151000,33126
VD,20201007151500,33379
VD,20201007152000,33654
VD,20201007152500,33908
VD,20201007153000,34125
VD,20201007153500,34578
VD,20201007154000,34886
VD,20201007154500,35225
VD,20201007155000,35626
VD,20201007155500,35930
VD,20201007160000,36122
VD,20201007160500,36322
VD,20201007161000,36563
VD,20201007161500,36904
VD,20201007162000,37043
VD,20201007162500,37257
VD,20201007163000,37478
VD,20201007163500,37811
VD,20201007164000,37876
VD,20201007164500,37856
VD,20201007165000,38121
VD,20201007165500,38211
VD,20201007170000,38304
VD,20201007170500,38617
VD,20201007171000,38812
VD,20201007171500,38932
VD,20201007172000,39052
VD,20201007172500,39109
VD,20201007173000,39143
VD,20201007173500,39383
VD,20201007174000,39505
VD,20201007174500,39636
VD,20201007175000,39815
VD,20201007175500,39813
VD,20201007180000,39831
VD,20201007180500,39720
VD,20201007181000,39551
VD,20201007181500,39426
VD,20201007182000,39433
VD,20201007182500,39271
VD,20201007183000,38897
VD,20201007183500,38708
VD,20201007184000,38473
VD,20201007184500,38122
VD,20201007185000,37853
VD,20201007185500,37529
VD,20201007190000,37291
VD,20201007190500,37223
VD,20201007191000,37003
VD,20201007191500,36756
VD,20201007192000,36441
VD,20201007192500,36186
VD,20201007193000,35948
VD,20201007193500,35727
VD,20201007194000,35458
VD,20201007194500,35305
VD,20201007195000,35085
VD,20201007195500,34747
VD,20201007200000,34514
VD,20201007200500,34199
VD,20201007201000,33885
VD,20201007201500,33528
VD,20201007202000,33334
VD,20201007202500,33020
VD,20201007203000,32725
VD,20201007203500,32399
VD,20201007204000,31960
VD,20201007204500,31684
VD,20201007205000,31480
VD,20201007205500,31205
VD,20201007210000,30826
VD,20201007210500,30303
VD,20201007211000,30067
VD,20201007211500,29728
VD,20201007212000,29387
VD,20201007212500,28961
VD,20201007213000,28802
VD,20201007213500,28593
VD,20201007214000,28295
VD,20201007214500,27898
VD,20201007215000,27558
VD,20201007215500,27376
VD,20201007220000,27094
VD,20201007220500,26607
VD,20201007221000,26070
VD,20201007221500,25954
VD,20201007222000,25585
VD,20201007222500,25209
VD,20201007223000,25052
VD,20201007223500,24836
VD,20201007224000,24534
VD,20201007224500,24225
VD,20201007225000,24120
VD,20201007225500,23822
VD,20201007230000,23733
VD,20201007230500,23510
VD,20201007231000,23442
VD,20201007231500,23205
VD,20201007232000,23065
VD,20201007232500,22880
VD,20201007233000,22771
VD,20201007233500,22664
VD,20201007234000,22512
VD,20201007234500,22308
VD,20201007235000,22168
VD,20201007235500,22102
VD,20201008000000,22110
VD,20201008000500,22129
VD,20201008001000,22033
VD,20201008001500,21955
VD,20201008002000,21985
VD,20201008002500,22010
VD,20201008003000,21964
VD,20201008003500,22144
VD,20201008004000,22198
VD,20201008004500,22312
VD,20201008005000,22310
VD,20201008005500,22324
VD,20201008010000,22389
VD,20201008010500,22254
VD,20201008011000,22192
VD,20201008011500,22187
VD,20201008012000,22062
VD,20201008012500,21944
VD,20201008013000,21899
VD,20201008013500,21905
VD,20201008014000,21852
VD,20201008014500,21801
VD,20201008015000,21749
VD,20201008015500,21668
VD,20201008020000,21674
VD,20201008020500,21744
VD,20201008021000,21755
VD,20201008021500,21797
VD,20201008022000,21846
VD,20201008022500,21828
VD,20201008023000,21791
VD,20201008023500,21805
VD,20201008024000,21816
VD,20201008024500,21747
VD,20201008025000,21684
VD,20201008025500,21668
VD,20201008030000,21699
VD,20201008030500,21655
VD,20201008031000,21665
VD,20201008031500,21585
VD,20201008032000,21556
VD,20201008032500,21526
VD,20201008033000,21501
VD,20201008033500,21617
VD,20201008034000,21715
VD,20201008034500,21743
VD,20201008035000,21789
VD,20201008035500,21809
VD,20201008040000,21717
VD,20201008040500,21646
VD,20201008041000,21772
VD,20201008041500,21812
VD,20201008042000,22122
VD,20201008042500,22378
VD,20201008043000,22511
VD,20201008043500,22683
VD,20201008044000,22818
VD,20201008044500,22936
VD,20201008045000,23035
VD,20201008045500,23075
VD,20201008050000,23324
VD,20201008050500,24232
VD,20201008051000,24885
VD,20201008051500,25034
VD,20201008052000,25259
VD,20201008052500,25755
VD,20201008053000,25954
VD,20201008053500,26303
VD,20201008054000,26671
VD,20201008054500,27150
VD,20201008055000,27547
VD,20201008055500,28166
VD,20201008060000,28864
VD,20201008060500,29449
VD,20201008061000,30237
VD,20201008061500,30757
VD,20201008062000,31091
VD,20201008062500,31325
VD,20201008063000,31647
VD,20201008063500,32054
VD,20201008064000,32485
VD,20201008064500,32719
VD,20201008065000,32871
VD,20201008065500,33108
VD,20201008070000,33440
VD,20201008070500,33683
VD,20201008071000,33849
VD,20201008071500,34129
VD,20201008072000,34201
VD,20201008072500,34167
VD,20201008073000,34257
VD,20201008073500,34316
VD,20201008074000,34378
VD,20201008074500,34362
VD,20201008075000,34436
VD,20201008075500,34448
VD,20201008080000,34527
VD,20201008080500,34722
VD,20201008081000,34826
VD,20201008081500,34774
VD,20201008082000,34838
VD,20201008082500,34831
VD,20201008083000,34852
VD,20201008083500,34762
VD,20201008084000,34745
VD,20201008084500,34759
VD,20201008085000,34712
VD,20201008085500,34693
VD,20201008090000,34621
VD,20201008090500,34641
VD,20201008091000,34573
VD,20201008091500,34388
VD,20201008092000,34266
VD,20201008092500,34158
VD,20201008093000,34172
VD,20201008093500,34223
VD,20201008094000,34130
VD,20201008094500,33925
VD,20201008095000,33919
VD,20201008095500,33927
VD,20201008100000,33765
VD,20201008100500,33791
VD,20201008101000,33817
VD,20201008101500,33849
VD,20201008102000,33917
VD,20201008102500,34034
VD,20201008103000,34087
VD,20201008103500,33980
VD,20201008104000,33922
VD,20201008104500,33940
VD,20201008105000,33930
VD,20201008105500,34001
VD,20201008110000,34095
VD,20201008110500,34132
VD,20201008111000,33916
VD,20201008111500,33965
VD,20201008112000,34024
VD,20201008112500,34010
VD,20201008113000,34027
VD,20201008113500,34076
VD,20201008114000,34059
VD,20201008114500,33971
VD,20201008115000,33904
VD,20201008115500,33815
VD,20201008120000,33734
VD,20201008120500,33635
VD,20201008121000,33502
VD,20201008121500,33418
VD,20201008122000,33495
VD,20201008122500,33485
VD,20201008123000,33247
VD,20201008123500,33036
VD,20201008124000,32982
VD,20201008124500,32870
VD,20201008125000,32752
VD,20201008125500,32753
VD,20201008130000,32759
VD,20201008130500,32808
VD,20201008131000,32884
VD,20201008131500,32854
VD,20201008132000,32659
VD,20201008132500,32485
VD,20201008133000,32504
VD,20201008133500,32556
VD,20201008134000,32455
VD,20201008134500,32445
VD,20201008135000,32550
VD,20201008135500,32569
VD,20201008140000,32537
VD,20201008140500,32575
VD,20201008141000,32515
VD,20201008141500,32536
VD,20201008142000,32607
VD,20201008142500,32727
VD,20201008143000,32879
VD,20201008143500,32978
VD,20201008144000,33122
VD,20201008144500,33438
VD,20201008145000,33703
VD,20201008145500,33850
VD,20201008150000,34086
VD,20201008150500,34355
VD,20201008151000,34577
VD,20201008151500,34739
VD,20201008152000,35017
VD,20201008152500,35104
VD,20201008153000,35153
VD,20201008153500,35254
VD,20201008154000,35364
VD,20201008154500,35596
VD,20201008155000,36017
VD,20201008155500,36325
VD,20201008160000,36397
VD,20201008160500,36551
VD,20201008161000,36611
VD,20201008161500,36945
VD,20201008162000,37201
VD,20201008162500,37539
VD,20201008163000,37610
VD,20201008163500,37677
VD,20201008164000,37788
VD,20201008164500,37859
VD,20201008165000,37927
VD,20201008165500,38059
VD,20201008170000,38040
VD,20201008170500,38114
VD,20201008171000,38186
VD,20201008171500,38241
VD,20201008172000,38254
VD,20201008172500,38182
VD,20201008173000,38057
VD,20201008173500,37930
VD,20201008174000,37971
VD,20201008174500,38205
VD,20201008175000,38481
VD,20201008175500,38663
VD,20201008180000,38566
VD,20201008180500,38544
VD,20201008181000,38411
VD,20201008181500,38328
VD,20201008182000,38128
VD,20201008182500,37948
VD,20201008183000,37866
VD,20201008183500,37906
VD,20201008184000,37745
VD,20201008184500,37583
VD,20201008185000,37304
VD,20201008185500,36850
VD,20201008190000,36535
VD,20201008190500,36316
VD,20201008191000,36061
VD,20201008191500,35752
VD,20201008192000,35378
VD,20201008192500,35032
VD,20201008193000,34853
VD,20201008193500,34676
VD,20201008194000,34426
VD,20201008194500,34145
VD,20201008195000,33733
VD,20201008195500,33745
VD,20201008200000,33506
VD,20201008200500,33350
VD,20201008201000,33172
VD,20201008201500,32694
VD,20201008202000,32525
VD,20201008202500,32251
VD,20201008203000,32018
VD,20201008203500,31777
VD,20201008204000,31392
VD,20201008204500,31220
VD,20201008205000,31003
VD,20201008205500,30646
VD,20201008210000,30442
VD,20201008210500,30657
VD,20201008211000,30544
VD,20201008211500,30207
VD,20201008212000,29941
VD,20201008212500,29639
VD,20201008213000,29234
VD,20201008213500,29016
VD,20201008214000,28752
VD,20201008214500,28411
VD,20201008215000,28123
VD,20201008215500,27882
VD,20201008220000,27200
VD,20201008220500,26257
VD,20201008221000,25859
VD,20201008221500,25669
VD,20201008222000,25251
VD,20201008222500,24914
VD,20201008223000,24718
VD,20201008223500,24636
VD,20201008224000,24395
VD,20201008224500,24163
VD,20201008225000,23974
VD,20201008225500,23632
VD,20201008230000,23370
VD,20201008230500,23399
VD,20201008231000,23160
VD,20201008231500,23119
VD,20201008232000,23020
VD,20201008232500,22751
VD,20201008233000,22446
VD,20201008233500,22369
VD,20201008234000,22279
VD,20201008234500,22264
VD,20201008235000,22173
VD,20201008235500,22062
VD,20201009000000,21949
VD,20201009000500,22109
VD,20201009001000,22167
VD,20201009001500,22330
VD,20201009002000,22350
VD,20201009002500,22380
VD,20201009003000,22368
VD,20201009003500,22563
VD,20201009004000,22600
VD,20201009004500,22614
VD,20201009005000,22612
VD,20201009005500,22580
VD,20201009010000,22336
VD,20201009010500,22093
VD,20201009011000,22100
VD,20201009011500,22217
VD,20201009012000,22265
VD,20201009012500,22218
VD,20201009013000,22229
VD,20201009013500,22351
VD,20201009014000,22230
